,Date,Narration,Ref_no,Value_dt,Withdrawl,Deposit,Closing Balance,clean_narration,doc_topic,topic_desc
242,27/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230056476462-SUBSCRIPTION DEBIT,0000230056476462,27/10/22,25.0,,23585.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
243,27/10/22,UPI-IBIBO GROUP PRIVATE -REDBUS1.GPAYONLINE@AXISBANK-UTIB0000553-230048498031-UPI,0000230048498031,27/10/22,7767.9,,15817.72, ibibo group private,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
244,27/10/22,UPI-LIFE LINE PHARMACY-GPAY-11201766202@OKBIZAXIS-UTIB0000000-230056291243-UPI,0000230056291243,27/10/22,30.0,,15787.72, life line pharmacy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
245,28/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230136234043-SUBSCRIPTION DEBIT,0000230136234043,28/10/22,27.0,,15760.72, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
247,28/10/22,UPI-BHARTI AIRTEL LIMITE-AIRTEL.PAYU@HDFCBANK-HDFC0000622-230166548011-UPITRANSACTIONFOR6,0000230166548011,28/10/22,1178.82,,142535.9, bharti airtel limite,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
248,28/10/22,UPI-WWW AIRTEL IN-AIRTELAUTOPAY.PAYU@HDFCBANK-HDFC0000499-230163850951-UPI MANDATE,0000230163850951,28/10/22,2.0,,142533.9, www airtel in,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
250,29/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230290224868-SUBSCRIPTION DEBIT,0000230290224868,29/10/22,34.0,,142501.9, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
251,30/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230337531952-SUBSCRIPTION DEBIT,0000230337531952,30/10/22,29.0,,142472.9, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
252,30/10/22,UPI-KOPAL CHOUHAN-CHAUHAN.KOPAL@OKHDFCBANK-HDFC0000036-230309627270-UPI,0000230309627270,30/10/22,38000.0,,104472.9, kopal chouhan chauhan,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
253,31/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230450173106-SUBSCRIPTION DEBIT,0000230450173106,31/10/22,20.0,,104452.9, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
255,31/10/22,UPI-RAJ TVS-GPAY-11194294609@OKBIZAXIS-UTIB0000000-230433619587-UPI,0000230433619587,31/10/22,20000.0,,84453.9, raj tvs gpay,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
256,31/10/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-230434270700-UPI,0000230434270700,31/10/22,30.0,,84423.9, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
258,31/10/22,UPI-DUNZO DIGITAL PRIVAT-DUNZO.PAYU@HDFCBANK-HDFC0000499-230441500840-DUNZO ORDER,0000230441500840,31/10/22,304.0,,85523.29, dunzo digital privat,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
259,01/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230543815548-SUBSCRIPTION DEBIT,0000230543815548,01/11/22,40.0,,85483.29, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
260,01/11/22,UPI-MOHAMMED ARIF MOHAMM-ARIFSHAIKHZX@OKSBI-IPOS0000001-230560635018-UPI,0000230560635018,01/11/22,164.0,,85319.29, mohammed arif mohamm,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
261,02/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230648522625-SUBSCRIPTION DEBIT,0000230648522625,02/11/22,40.0,,85279.29, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
262,02/11/22,UPI-HUNGERBOX-PAYTM-8774066@PAYTM-PYTM0123456-230681695394-UPI,0000230681695394,02/11/22,20.0,,85259.29, hungerbox paytm ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
263,02/11/22,UPI-GANESH RAMPYARE YADA-Q26669345@YBL-BARB0PURABG-230683048092-UPI,0000230683048092,02/11/22,143.0,,85116.29, ganesh rampyare yada,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
264,02/11/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-230689389957-UPI,0000230689389957,02/11/22,228.0,,84888.29, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
265,02/11/22,UPI-MEET MEDICAL AND GEN-PAYTMQR2810050501011C6OWCHM2NCH@PAYTM-PYTM0123456-230691965419-UPI,0000230691965419,02/11/22,98.0,,84790.29, meet medical and,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
266,02/11/22,UPI-VIMAL SINGH NARENDRA-7738408171@YBL-BCBM0000041-230692052737-UPI,0000230692052737,02/11/22,20.0,,84770.29, vimal singh narendra,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
267,03/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230716039355-SUBSCRIPTION DEBIT,0000230716039355,03/11/22,36.0,,84734.29, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
268,03/11/22,UPI-RAMNARESH  YADAV-NARESHYADAV80102@OKSBI-UBIN0531774-230712780909-UPI,0000230712780909,03/11/22,60.0,,84674.29, ramnaresh yadav nareshyadav,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
269,03/11/22,UPI-PREMJIRAMJIPATEL-Q660029035@YBL-YESB0YBLUPI-230713102514-UPI,0000230713102514,03/11/22,109.0,,84565.29, premjiramjipatel q ,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
270,03/11/22,UPI-SMITHA VEGETABLES-PAYTMQR281005050101NX5CTEI3M2RR@PAYTM-PYTM0123456-230713181806-UPI,0000230713181806,03/11/22,40.0,,84525.29, smitha vegetables paytmqr,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
271,04/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230882449492-SUBSCRIPTION DEBIT,0000230882449492,04/11/22,40.0,,84485.29, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
272,05/11/22,DC 1019060021591624 AUTOPAY SI-TAD,0000000465920464,05/11/22,1788.89,,82696.4,dc autopay si tad,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
273,05/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-230991399130-SUBSCRIPTION DEBIT,0000230991399130,05/11/22,40.0,,82656.4, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
274,06/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231073140068-SUBSCRIPTION DEBIT,0000231073140068,06/11/22,31.0,,82625.4, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
275,06/11/22,UPI-MS KAMAL OIL DEPOT-Q89708061@YBL-YESB0YBLUPI-231087864366-UPI,0000231087864366,06/11/22,30.0,,82595.4, ms kamal oil,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
276,06/11/22,UPI-RAJ STORES-PAYTMQR281005050101TKAECHVEZYFZ@PAYTM-PYTM0123456-231087862557-UPI,0000231087862557,06/11/22,60.0,,82535.4, raj stores paytmqr,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
277,06/11/22,UPI-INDOOMATI WOSHAILESH-BHARATPE90724740780@YESBANKLTD-YESB0YESUPI-231092214014-PAY TO BHARATPE ME,0000231092214014,06/11/22,60.0,,82475.4, indoomati woshailesh bharatpe,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
278,06/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR2810050501011BGLMHIXAJMA@PAYTM-PYTM0123456-231092474287-UPI,0000231092474287,06/11/22,50.0,,82425.4, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
279,06/11/22,UPI-KRISHNA VEGETABLES A-PAYTMQR281005050101OGH9MJCCHZHN@PAYTM-PYTM0123456-231092932703-UPI,0000231092932703,06/11/22,30.0,,82395.4, krishna vegetables a,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
280,07/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231162626646-SUBSCRIPTION DEBIT,0000231162626646,07/11/22,20.0,,82375.4, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
281,07/11/22,UPI-MD AMBAR HUSAIN-PAYTMQR2810050501011CGSBICCMRMB@PAYTM-PYTM0123456-231112308261-UPI,0000231112308261,07/11/22,110.0,,82265.4, md ambar husain,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
282,07/11/22,UPI-AEML-AWSP3@IDFCBANK-IDFB0040101-231117159874-UPI,0000231117159874,07/11/22,1520.0,,80745.4, aeml awsp ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
283,08/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231222911766-SUBSCRIPTION DEBIT,0000231222911766,08/11/22,40.0,,80705.4, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
284,08/11/22,UPI-OLAFINANCIALSERVICES-OLAFINANCIALSERVICESPRIVATELIMITED.RZP@SBI-SBIN0016209-231221862189-UPI,0000231221862189,08/11/22,1988.0,,78717.4, olafinancialservices olafinancialservicesprivatelimited rzp,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
285,08/11/22,UPI-IRCTC APP UPI-PAYTM-IRCTCAPP@PAYTM-PYTM0123456-231211971529-OID100003771579471,0000231211971529,08/11/22,2828.95,,75888.45, irctc app paytm,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
286,08/11/22,UPI-THEOBROMA MARKET CIT-PAYTMQR281005050101J6N7379MM6CT@PAYTM-PYTM0123456-231242704968-UPI,0000231242704968,08/11/22,183.0,,75705.45, theobroma market cit,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
287,08/11/22,UPI-SWATI JAGTAP-PAYTMQR281005050101RLWQVEC142JB@PAYTM-PYTM0123456-231244024938-UPI,0000231244024938,08/11/22,165.0,,75540.45, swati jagtap paytmqr,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
288,08/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR2810050501011BGLMHIXAJMA@PAYTM-PYTM0123456-231244337766-UPI,0000231244337766,08/11/22,50.0,,75490.45, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
289,09/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231300148753-SUBSCRIPTION DEBIT,0000231300148753,09/11/22,40.0,,75450.45, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
290,09/11/22,UPI-IRCTC APP UPI-PAYTM-IRCTCAPP@PAYTM-PYTM0123456-231317339749-OID100003773382649,0000231317339749,09/11/22,2828.95,,72621.5, irctc app paytm,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
291,09/11/22,UPI-COUNTRY DELIGHT-PAYTM-31857153@PAYTM-PYTM0123456-231318295244-SUBSCRIPTION FOR C,0000231318295244,09/11/22,1500.0,,71121.5, country delight paytm,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
292,09/11/22,UPI-NIRMAL ALOK CHHOTELA-Q956867596@YBL-YESB0YBLUPI-231368944857-UPI,0000231368944857,09/11/22,48.0,,71073.5, nirmal alok chhotela,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
293,09/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR2810050501011DNANBBJQ597@PAYTM-PYTM0123456-231369552848-UPI,0000231369552848,09/11/22,50.0,,71023.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
294,09/11/22,UPI-KHIRIR  SHEKH-Q331629145@YBL-YESB0YBLUPI-231369681864-UPI,0000231369681864,09/11/22,60.0,,70963.5, khirir shekh q,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
295,10/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231453724876-SUBSCRIPTION DEBIT,0000231453724876,10/11/22,40.0,,70923.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
296,10/11/22,UPI-PANTECH AI-PANTECHAI6.RZP@ICICI-ICIC0DC0099-231475659455-PANTECHAI,0000231475659455,10/11/22,1179.0,,69744.5, pantech ai pantechai,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
297,10/11/22,UPI-MAKEMYTRIP-MAKEMYTRIP.RZP@AXISBANK-UTIB0001507-231482137098-MAKEMYTRIP,0000231482137098,10/11/22,398.0,,69346.5, makemytrip makemytrip rzp,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
298,10/11/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-231485272854-UPI,0000231485272854,10/11/22,35.0,,69311.5, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
299,10/11/22,UPI-MR MAYUR DILIP GHULE-Q999820022@YBL-YESB0YBLUPI-231494668138-UPI,0000231494668138,10/11/22,135.0,,69176.5, mr mayur dilip,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
300,10/11/22,UPI-AAYUSHI SUPER SHOPPY-Q392022159@YBL-YESB0YBLUPI-231495690473-UPI,0000231495690473,10/11/22,2995.0,,66181.5, aayushi super shoppy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
301,10/11/22,UPI-RAMESH HARDEV GUPTA-Q650561614@YBL-YESB0YBLUPI-231495873378-UPI,0000231495873378,10/11/22,35.0,,66146.5, ramesh hardev gupta,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
302,10/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR2810050501011DNANBBJQ597@PAYTM-PYTM0123456-231496259468-UPI,0000231496259468,10/11/22,50.0,,66096.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
303,11/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231563790306-SUBSCRIPTION DEBIT,0000231563790306,11/11/22,40.0,,66056.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
304,11/11/22,UPI-MR MAYUR DILIP GHULE-Q999820022@YBL-YESB0YBLUPI-231515018561-UPI,0000231515018561,11/11/22,140.0,,65916.5, mr mayur dilip,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
305,11/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR2810050501011DNANBBJQ597@PAYTM-PYTM0123456-231515588682-UPI,0000231515588682,11/11/22,50.0,,65866.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
306,11/11/22,UPI-MAKEMYTRIP-MAKEMYTRIP.RZP@AXISBANK-UTIB0001507-231517409827-MAKEMYTRIP,0000231517409827,11/11/22,10484.0,,55382.5, makemytrip makemytrip rzp,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
307,12/11/22,50400264425075- RD INSTALLMENT-NOV 2022,000000000000000,11/11/22,1400.0,,53982.5, rd installment nov,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
308,12/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231652434724-SUBSCRIPTION DEBIT,0000231652434724,12/11/22,40.0,,53942.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
310,13/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231747626796-SUBSCRIPTION DEBIT,0000231747626796,13/11/22,40.0,,53903.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
311,13/11/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-231761275152-UPI,0000231761275152,13/11/22,170.0,,53733.5, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
312,14/11/22,50400269095673- RD INSTALLMENT-NOV 2022,000000000000000,13/11/22,10000.0,,43733.5, rd installment nov,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
313,14/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231817772208-SUBSCRIPTION DEBIT,0000231817772208,14/11/22,40.0,,43693.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
314,14/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-231891180655-UPI,0000231891180655,14/11/22,100.0,,43593.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
315,15/11/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-231957464260-SUBSCRIPTION DEBIT,0000231957464260,15/11/22,40.0,,43553.5, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
316,15/11/22,UPI-GUPTA JUICE CENTER-PAYTMQR281005050101HU81CCP8WBFM@PAYTM-PYTM0123456-231909749752-UPI,0000231909749752,15/11/22,50.0,,43503.5, gupta juice center,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
317,15/11/22,UPI-KRISHNA VEGETABLES A-PAYTMQR2810050501014383BEN69L5M@PAYTM-PYTM0123456-231909980925-UPI,0000231909980925,15/11/22,160.0,,43343.5, krishna vegetables a,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
